Time	 Node0px 	 Node0py 	 Node0pz 	 Node1px 	 Node1py 	 Node1pz 	 Node2px 	 Node2py 	 Node2pz 	 Node3px 	 Node3py 	 Node3pz 	 Node4px 	 Node4py 	 Node4pz 	 Node5px 	 Node5py 	 Node5pz 	 Node6px 	 Node6py 	 Node6pz 	 Node7px 	 Node7py 	 Node7pz 	 Node8px 	 Node8py 	 Node8pz 	 Node9px 	 Node9py 	 Node9pz 	 Node10px 	 Node10py 	 Node10pz 	 
0	 853.87	 0	 -300	 780	 0	 -247.491	 702.88	 0	 -199.918	 622.601	 0	 -157.929	 539.371	 0	 -122.176	 453.503	 0	 -93.364	 365.456	 0	 -72.1614	 275.855	 0	 -59.0311	 185.427	 0	 -54.2367	 94.9474	 0	 -57.9148	 5.2	 0	 -70	 
0.04	 853.87	 0	 -300	 780.001	 0	 -247.491	 702.881	 0	 -199.918	 622.601	 0	 -157.928	 539.371	 0	 -122.177	 453.503	 0	 -93.3646	 365.456	 0	 -72.1622	 275.855	 0	 -59.0311	 185.427	 0	 -54.236	 94.9474	 0	 -57.9143	 5.2	 0	 -70	 
0.08	 853.87	 0	 -300	 780.001	 0	 -247.491	 702.881	 0	 -199.917	 622.602	 0	 -157.928	 539.371	 0	 -122.178	 453.503	 0	 -93.3654	 365.456	 0	 -72.163	 275.855	 0	 -59.0311	 185.427	 0	 -54.2352	 94.9473	 0	 -57.9139	 5.2	 0	 -70	 
0.12	 853.87	 0	 -300	 780.001	 0	 -247.491	 702.882	 0	 -199.916	 622.602	 0	 -157.928	 539.371	 0	 -122.178	 453.503	 0	 -93.3661	 365.456	 0	 -72.1638	 275.855	 0	 -59.031	 185.427	 0	 -54.2345	 94.9472	 0	 -57.9135	 5.2	 0	 -70.0004	 
0.16	 853.87	 0	 -300	 780.001	 0	 -247.491	 702.882	 0	 -199.916	 622.602	 0	 -157.927	 539.37	 0	 -122.179	 453.503	 0	 -93.3669	 365.455	 0	 -72.1646	 275.855	 0	 -59.031	 185.427	 0	 -54.2337	 94.9471	 0	 -57.9131	 5.2	 0	 -70.0011	 
0.2	 853.87	 0	 -300	 780.001	 0	 -247.49	 702.882	 0	 -199.915	 622.602	 0	 -157.927	 539.37	 0	 -122.179	 453.502	 0	 -93.3678	 365.455	 0	 -72.1654	 275.855	 0	 -59.0309	 185.427	 0	 -54.2329	 94.947	 0	 -57.9127	 5.2	 0	 -70.0021	 
0.24	 853.87	 0	 -300	 780.001	 0	 -247.49	 702.883	 0	 -199.915	 622.603	 0	 -157.926	 539.37	 0	 -122.18	 453.502	 0	 -93.3687	 365.455	 0	 -72.1662	 275.855	 0	 -59.0307	 185.427	 0	 -54.232	 94.9468	 0	 -57.9123	 5.2	 0	 -70.0032	 
0.28	 853.87	 0	 -300	 780.001	 0	 -247.49	 702.883	 0	 -199.914	 622.603	 0	 -157.926	 539.37	 0	 -122.181	 453.502	 0	 -93.3696	 365.455	 0	 -72.1671	 275.854	 0	 -59.0305	 185.427	 0	 -54.2312	 94.9466	 0	 -57.9119	 5.2	 0	 -70.0046	 
0.32	 853.87	 0	 -300	 780.002	 0	 -247.49	 702.883	 0	 -199.913	 622.603	 0	 -157.926	 539.37	 0	 -122.181	 453.501	 0	 -93.3706	 365.454	 0	 -72.1679	 275.854	 0	 -59.0304	 185.426	 0	 -54.2304	 94.9464	 0	 -57.9116	 5.2	 0	 -70.0062	 
0.36	 853.87	 0	 -300	 780.002	 0	 -247.49	 702.884	 0	 -199.913	 622.603	 0	 -157.925	 539.369	 0	 -122.182	 453.501	 0	 -93.3716	 365.454	 0	 -72.1688	 275.854	 0	 -59.0301	 185.426	 0	 -54.2295	 94.9461	 0	 -57.9113	 5.2	 0	 -70.008	 
0.4	 853.87	 0	 -300	 780.002	 0	 -247.489	 702.884	 0	 -199.912	 622.604	 0	 -157.925	 539.369	 0	 -122.182	 453.5	 0	 -93.3727	 365.453	 0	 -72.1697	 275.854	 0	 -59.0299	 185.426	 0	 -54.2287	 94.9459	 0	 -57.9109	 5.2	 0	 -70.0099	 
0.44	 853.87	 0	 -300	 780.002	 0	 -247.489	 702.884	 0	 -199.912	 622.604	 0	 -157.924	 539.369	 0	 -122.183	 453.5	 0	 -93.3739	 365.453	 0	 -72.1706	 275.853	 0	 -59.0296	 185.426	 0	 -54.2278	 94.9456	 0	 -57.9107	 5.2	 0	 -70.012	 
0.48	 853.87	 0	 -300	 780.002	 0	 -247.489	 702.885	 0	 -199.911	 622.604	 0	 -157.923	 539.369	 0	 -122.184	 453.5	 0	 -93.3751	 365.452	 0	 -72.1716	 275.853	 0	 -59.0293	 185.425	 0	 -54.227	 94.9453	 0	 -57.9104	 5.2	 0	 -70.0142	 
0.52	 853.87	 0	 -300	 780.002	 0	 -247.489	 702.885	 0	 -199.91	 622.604	 0	 -157.923	 539.368	 0	 -122.184	 453.499	 0	 -93.3763	 365.452	 0	 -72.1725	 275.853	 0	 -59.029	 185.425	 0	 -54.2262	 94.9449	 0	 -57.9102	 5.2	 0	 -70.0166	 
0.56	 853.87	 0	 -300	 780.002	 0	 -247.488	 702.885	 0	 -199.91	 622.605	 0	 -157.922	 539.368	 0	 -122.185	 453.499	 0	 -93.3776	 365.452	 0	 -72.1735	 275.852	 0	 -59.0287	 185.425	 0	 -54.2253	 94.9446	 0	 -57.9099	 5.2	 0	 -70.019	 
0.6	 853.87	 0	 -300	 780.002	 0	 -247.488	 702.886	 0	 -199.909	 622.605	 0	 -157.922	 539.368	 0	 -122.185	 453.498	 0	 -93.3789	 365.451	 0	 -72.1745	 275.852	 0	 -59.0283	 185.424	 0	 -54.2245	 94.9443	 0	 -57.9098	 5.2	 0	 -70.0216	 
0.64	 853.87	 0	 -300	 780.002	 0	 -247.488	 702.886	 0	 -199.909	 622.605	 0	 -157.921	 539.368	 0	 -122.186	 453.497	 0	 -93.3803	 365.451	 0	 -72.1755	 275.852	 0	 -59.028	 185.424	 0	 -54.2236	 94.9439	 0	 -57.9096	 5.2	 0	 -70.0242	 
0.68	 853.87	 0	 -300	 780.003	 0	 -247.488	 702.886	 0	 -199.908	 622.606	 0	 -157.921	 539.367	 0	 -122.187	 453.497	 0	 -93.3818	 365.45	 0	 -72.1765	 275.851	 0	 -59.0276	 185.424	 0	 -54.2228	 94.9436	 0	 -57.9095	 5.2	 0	 -70.0268	 
0.72	 853.87	 0	 -300	 780.003	 0	 -247.488	 702.886	 0	 -199.908	 622.606	 0	 -157.92	 539.367	 0	 -122.187	 453.496	 0	 -93.3833	 365.449	 0	 -72.1776	 275.851	 0	 -59.0272	 185.423	 0	 -54.222	 94.9432	 0	 -57.9094	 5.2	 0	 -70.0295	 
0.76	 853.87	 0	 -300	 780.003	 0	 -247.488	 702.887	 0	 -199.907	 622.606	 0	 -157.919	 539.367	 0	 -122.188	 453.496	 0	 -93.3848	 365.449	 0	 -72.1786	 275.851	 0	 -59.0268	 185.423	 0	 -54.2212	 94.9429	 0	 -57.9094	 5.2	 0	 -70.0323	 
0.8	 853.87	 0	 -300	 780.003	 0	 -247.487	 702.887	 0	 -199.907	 622.606	 0	 -157.919	 539.367	 0	 -122.188	 453.495	 0	 -93.3864	 365.448	 0	 -72.1797	 275.85	 0	 -59.0264	 185.423	 0	 -54.2204	 94.9425	 0	 -57.9094	 5.2	 0	 -70.035	 
0.84	 853.87	 0	 -300	 780.003	 0	 -247.487	 702.887	 0	 -199.906	 622.607	 0	 -157.918	 539.366	 0	 -122.189	 453.494	 0	 -93.3881	 365.448	 0	 -72.1808	 275.85	 0	 -59.026	 185.422	 0	 -54.2196	 94.9422	 0	 -57.9095	 5.2	 0	 -70.0378	 
0.88	 853.87	 0	 -300	 780.003	 0	 -247.487	 702.888	 0	 -199.906	 622.607	 0	 -157.917	 539.366	 0	 -122.19	 453.494	 0	 -93.3897	 365.447	 0	 -72.1819	 275.85	 0	 -59.0256	 185.422	 0	 -54.2188	 94.9418	 0	 -57.9096	 5.2	 0	 -70.0406	 
0.92	 853.87	 0	 -300	 780.003	 0	 -247.487	 702.888	 0	 -199.905	 622.607	 0	 -157.917	 539.366	 0	 -122.19	 453.493	 0	 -93.3915	 365.447	 0	 -72.1831	 275.849	 0	 -59.0252	 185.421	 0	 -54.2181	 94.9415	 0	 -57.9097	 5.2	 0	 -70.0433	 
0.96	 853.87	 0	 -300	 780.003	 0	 -247.487	 702.888	 0	 -199.905	 622.607	 0	 -157.916	 539.365	 0	 -122.191	 453.492	 0	 -93.3932	 365.446	 0	 -72.1842	 275.849	 0	 -59.0247	 185.421	 0	 -54.2173	 94.9412	 0	 -57.9099	 5.2	 0	 -70.0461	 
1	 853.87	 0	 -300	 780.003	 0	 -247.487	 702.888	 0	 -199.904	 622.608	 0	 -157.916	 539.365	 0	 -122.191	 453.492	 0	 -93.3951	 365.446	 0	 -72.1854	 275.849	 0	 -59.0243	 185.421	 0	 -54.2166	 94.9409	 0	 -57.9101	 5.2	 0	 -70.0488	 
1.04	 853.87	 0	 -300	 780.003	 0	 -247.486	 702.889	 0	 -199.904	 622.608	 0	 -157.915	 539.365	 0	 -122.192	 453.491	 0	 -93.3969	 365.445	 0	 -72.1866	 275.848	 0	 -59.0239	 185.42	 0	 -54.2159	 94.9405	 0	 -57.9104	 5.2	 0	 -70.0514	 
1.08	 853.87	 0	 -300	 780.003	 0	 -247.486	 702.889	 0	 -199.903	 622.608	 0	 -157.914	 539.365	 0	 -122.193	 453.49	 0	 -93.3988	 365.445	 0	 -72.1877	 275.848	 0	 -59.0234	 185.42	 0	 -54.2152	 94.9402	 0	 -57.9107	 5.2	 0	 -70.054	 
1.12	 853.87	 0	 -300	 780.003	 0	 -247.486	 702.889	 0	 -199.903	 622.609	 0	 -157.914	 539.364	 0	 -122.193	 453.489	 0	 -93.4007	 365.444	 0	 -72.189	 275.848	 0	 -59.023	 185.42	 0	 -54.2146	 94.94	 0	 -57.9111	 5.2	 0	 -70.0566	 
1.16	 853.87	 0	 -300	 780.004	 0	 -247.486	 702.889	 0	 -199.902	 622.609	 0	 -157.913	 539.364	 0	 -122.194	 453.489	 0	 -93.4027	 365.443	 0	 -72.1902	 275.847	 0	 -59.0226	 185.419	 0	 -54.2139	 94.9397	 0	 -57.9116	 5.2	 0	 -70.0591	 
1.2	 853.87	 0	 -300	 780.004	 0	 -247.486	 702.889	 0	 -199.902	 622.609	 0	 -157.913	 539.364	 0	 -122.195	 453.488	 0	 -93.4047	 365.443	 0	 -72.1914	 275.847	 0	 -59.0222	 185.419	 0	 -54.2133	 94.9394	 0	 -57.912	 5.2	 0	 -70.0615	 
1.24	 853.87	 0	 -300	 780.004	 0	 -247.486	 702.89	 0	 -199.902	 622.61	 0	 -157.912	 539.364	 0	 -122.195	 453.487	 0	 -93.4067	 365.442	 0	 -72.1927	 275.847	 0	 -59.0217	 185.419	 0	 -54.2127	 94.9392	 0	 -57.9126	 5.2	 0	 -70.0639	 
1.28	 853.87	 0	 -300	 780.004	 0	 -247.486	 702.89	 0	 -199.901	 622.61	 0	 -157.912	 539.364	 0	 -122.196	 453.487	 0	 -93.4088	 365.442	 0	 -72.1939	 275.846	 0	 -59.0213	 185.419	 0	 -54.2121	 94.9389	 0	 -57.9132	 5.2	 0	 -70.0661	 
1.32	 853.87	 0	 -300	 780.004	 0	 -247.486	 702.89	 0	 -199.901	 622.61	 0	 -157.911	 539.363	 0	 -122.196	 453.486	 0	 -93.4109	 365.441	 0	 -72.1952	 275.846	 0	 -59.0209	 185.418	 0	 -54.2115	 94.9387	 0	 -57.9138	 5.2	 0	 -70.0683	 
1.36	 853.87	 0	 -300	 780.004	 0	 -247.485	 702.89	 0	 -199.901	 622.61	 0	 -157.911	 539.363	 0	 -122.197	 453.485	 0	 -93.413	 365.441	 0	 -72.1965	 275.846	 0	 -59.0205	 185.418	 0	 -54.211	 94.9385	 0	 -57.9145	 5.2	 0	 -70.0704	 
1.4	 853.87	 0	 -300	 780.004	 0	 -247.485	 702.891	 0	 -199.9	 622.611	 0	 -157.91	 539.363	 0	 -122.198	 453.485	 0	 -93.4151	 365.44	 0	 -72.1977	 275.846	 0	 -59.0201	 185.418	 0	 -54.2105	 94.9383	 0	 -57.9152	 5.2	 0	 -70.0724	 
1.44	 853.87	 0	 -300	 780.004	 0	 -247.485	 702.891	 0	 -199.9	 622.611	 0	 -157.91	 539.363	 0	 -122.198	 453.484	 0	 -93.4173	 365.44	 0	 -72.199	 275.845	 0	 -59.0197	 185.418	 0	 -54.21	 94.9382	 0	 -57.916	 5.2	 0	 -70.0743	 
1.48	 853.87	 0	 -300	 780.004	 0	 -247.485	 702.891	 0	 -199.9	 622.611	 0	 -157.909	 539.363	 0	 -122.199	 453.483	 0	 -93.4194	 365.439	 0	 -72.2003	 275.845	 0	 -59.0193	 185.417	 0	 -54.2095	 94.938	 0	 -57.9169	 5.2	 0	 -70.0761	 
1.52	 853.87	 0	 -300	 780.004	 0	 -247.485	 702.891	 0	 -199.899	 622.612	 0	 -157.909	 539.362	 0	 -122.2	 453.483	 0	 -93.4216	 365.439	 0	 -72.2016	 275.845	 0	 -59.0189	 185.417	 0	 -54.2091	 94.9379	 0	 -57.9177	 5.2	 0	 -70.0778	 
1.56	 853.87	 0	 -300	 780.004	 0	 -247.485	 702.891	 0	 -199.899	 622.612	 0	 -157.909	 539.362	 0	 -122.2	 453.482	 0	 -93.4238	 365.439	 0	 -72.2029	 275.845	 0	 -59.0186	 185.417	 0	 -54.2087	 94.9378	 0	 -57.9187	 5.2	 0	 -70.0794	 
1.6	 853.87	 0	 -300	 780.004	 0	 -247.485	 702.891	 0	 -199.899	 622.612	 0	 -157.908	 539.362	 0	 -122.201	 453.481	 0	 -93.426	 365.438	 0	 -72.2042	 275.845	 0	 -59.0182	 185.417	 0	 -54.2083	 94.9377	 0	 -57.9196	 5.2	 0	 -70.0809	 
1.64	 853.87	 0	 -300	 780.004	 0	 -247.485	 702.892	 0	 -199.899	 622.612	 0	 -157.908	 539.362	 0	 -122.202	 453.481	 0	 -93.4282	 365.438	 0	 -72.2055	 275.844	 0	 -59.0179	 185.417	 0	 -54.2079	 94.9376	 0	 -57.9207	 5.2	 0	 -70.0823	 
1.68	 853.87	 0	 -300	 780.004	 0	 -247.485	 702.892	 0	 -199.898	 622.613	 0	 -157.907	 539.362	 0	 -122.202	 453.48	 0	 -93.4304	 365.437	 0	 -72.2068	 275.844	 0	 -59.0175	 185.417	 0	 -54.2076	 94.9376	 0	 -57.9217	 5.2	 0	 -70.0836	 
1.72	 853.87	 0	 -300	 780.005	 0	 -247.485	 702.892	 0	 -199.898	 622.613	 0	 -157.907	 539.362	 0	 -122.203	 453.479	 0	 -93.4326	 365.437	 0	 -72.2081	 275.844	 0	 -59.0172	 185.417	 0	 -54.2072	 94.9375	 0	 -57.9228	 5.2	 0	 -70.0848	 
1.76	 853.87	 0	 -300	 780.005	 0	 -247.485	 702.892	 0	 -199.898	 622.613	 0	 -157.907	 539.361	 0	 -122.204	 453.479	 0	 -93.4348	 365.436	 0	 -72.2093	 275.844	 0	 -59.0169	 185.416	 0	 -54.207	 94.9375	 0	 -57.9239	 5.2	 0	 -70.0859	 
1.8	 853.87	 0	 -300	 780.005	 0	 -247.484	 702.892	 0	 -199.898	 622.613	 0	 -157.907	 539.361	 0	 -122.204	 453.478	 0	 -93.437	 365.436	 0	 -72.2106	 275.844	 0	 -59.0166	 185.416	 0	 -54.2067	 94.9375	 0	 -57.9251	 5.2	 0	 -70.0869	 
1.84	 853.87	 0	 -300	 780.005	 0	 -247.484	 702.893	 0	 -199.898	 622.614	 0	 -157.906	 539.361	 0	 -122.205	 453.477	 0	 -93.4391	 365.436	 0	 -72.2119	 275.844	 0	 -59.0163	 185.416	 0	 -54.2065	 94.9375	 0	 -57.9263	 5.2	 0	 -70.0878	 
1.88	 853.87	 0	 -300	 780.005	 0	 -247.484	 702.893	 0	 -199.897	 622.614	 0	 -157.906	 539.361	 0	 -122.206	 453.477	 0	 -93.4413	 365.435	 0	 -72.2131	 275.844	 0	 -59.016	 185.416	 0	 -54.2062	 94.9376	 0	 -57.9275	 5.2	 0	 -70.0886	 
1.92	 853.87	 0	 -300	 780.005	 0	 -247.484	 702.893	 0	 -199.897	 622.614	 0	 -157.906	 539.361	 0	 -122.207	 453.476	 0	 -93.4434	 365.435	 0	 -72.2144	 275.844	 0	 -59.0157	 185.416	 0	 -54.2061	 94.9376	 0	 -57.9288	 5.2	 0	 -70.0893	 
1.96	 853.87	 0	 -300	 780.005	 0	 -247.484	 702.893	 0	 -199.897	 622.614	 0	 -157.906	 539.361	 0	 -122.207	 453.476	 0	 -93.4456	 365.435	 0	 -72.2156	 275.844	 0	 -59.0155	 185.416	 0	 -54.2059	 94.9377	 0	 -57.93	 5.2	 0	 -70.0899	 
2	 853.87	 0	 -300	 780.005	 0	 -247.484	 702.893	 0	 -199.897	 622.615	 0	 -157.905	 539.361	 0	 -122.208	 453.475	 0	 -93.4477	 365.434	 0	 -72.2168	 275.844	 0	 -59.0152	 185.416	 0	 -54.2058	 94.9377	 0	 -57.9313	 5.2	 0	 -70.0904	 
2.04	 853.87	 0	 -300	 780.005	 0	 -247.484	 702.894	 0	 -199.897	 622.615	 0	 -157.905	 539.361	 0	 -122.209	 453.475	 0	 -93.4497	 365.434	 0	 -72.218	 275.843	 0	 -59.015	 185.416	 0	 -54.2056	 94.9378	 0	 -57.9327	 5.2	 0	 -70.0909	 
2.08	 853.87	 0	 -300	 780.006	 0	 -247.484	 702.894	 0	 -199.897	 622.615	 0	 -157.905	 539.361	 0	 -122.209	 453.474	 0	 -93.4518	 365.434	 0	 -72.2192	 275.843	 0	 -59.0148	 185.416	 0	 -54.2056	 94.9379	 0	 -57.934	 5.2	 0	 -70.0913	 
2.12	 853.87	 0	 -300	 780.006	 0	 -247.484	 702.894	 0	 -199.896	 622.615	 0	 -157.905	 539.361	 0	 -122.21	 453.474	 0	 -93.4538	 365.434	 0	 -72.2204	 275.843	 0	 -59.0146	 185.416	 0	 -54.2055	 94.938	 0	 -57.9353	 5.2	 0	 -70.0916	 
2.16	 853.87	 0	 -300	 780.006	 0	 -247.483	 702.894	 0	 -199.896	 622.615	 0	 -157.905	 539.36	 0	 -122.21	 453.473	 0	 -93.4558	 365.433	 0	 -72.2216	 275.843	 0	 -59.0144	 185.416	 0	 -54.2055	 94.9381	 0	 -57.9367	 5.2	 0	 -70.0918	 
2.2	 853.87	 0	 -300	 780.006	 0	 -247.483	 702.894	 0	 -199.896	 622.616	 0	 -157.905	 539.36	 0	 -122.211	 453.473	 0	 -93.4578	 365.433	 0	 -72.2227	 275.843	 0	 -59.0142	 185.416	 0	 -54.2055	 94.9382	 0	 -57.938	 5.2	 0	 -70.0919	 
2.24	 853.87	 0	 -300	 780.006	 0	 -247.483	 702.895	 0	 -199.896	 622.616	 0	 -157.905	 539.36	 0	 -122.212	 453.472	 0	 -93.4597	 365.433	 0	 -72.2238	 275.843	 0	 -59.0141	 185.416	 0	 -54.2055	 94.9384	 0	 -57.9394	 5.2	 0	 -70.092	 
2.28	 853.87	 0	 -300	 780.006	 0	 -247.483	 702.895	 0	 -199.896	 622.616	 0	 -157.905	 539.36	 0	 -122.212	 453.472	 0	 -93.4616	 365.433	 0	 -72.2249	 275.843	 0	 -59.0139	 185.416	 0	 -54.2055	 94.9385	 0	 -57.9408	 5.2	 0	 -70.092	 
2.32	 853.87	 0	 -300	 780.006	 0	 -247.483	 702.895	 0	 -199.896	 622.616	 0	 -157.905	 539.36	 0	 -122.213	 453.471	 0	 -93.4634	 365.433	 0	 -72.226	 275.844	 0	 -59.0138	 185.416	 0	 -54.2056	 94.9387	 0	 -57.9421	 5.2	 0	 -70.092	 
2.36	 853.87	 0	 -300	 780.007	 0	 -247.483	 702.895	 0	 -199.895	 622.616	 0	 -157.905	 539.36	 0	 -122.214	 453.471	 0	 -93.4652	 365.432	 0	 -72.227	 275.844	 0	 -59.0137	 185.416	 0	 -54.2057	 94.9388	 0	 -57.9435	 5.2	 0	 -70.0919	 
2.4	 853.87	 0	 -300	 780.007	 0	 -247.482	 702.895	 0	 -199.895	 622.617	 0	 -157.905	 539.36	 0	 -122.214	 453.471	 0	 -93.4669	 365.432	 0	 -72.228	 275.844	 0	 -59.0136	 185.416	 0	 -54.2059	 94.939	 0	 -57.9448	 5.2	 0	 -70.0918	 
2.44	 853.87	 0	 -300	 780.007	 0	 -247.482	 702.896	 0	 -199.895	 622.617	 0	 -157.905	 539.36	 0	 -122.215	 453.47	 0	 -93.4686	 365.432	 0	 -72.229	 275.844	 0	 -59.0135	 185.417	 0	 -54.206	 94.9392	 0	 -57.9462	 5.2	 0	 -70.0916	 
2.48	 853.87	 0	 -300	 780.007	 0	 -247.482	 702.896	 0	 -199.895	 622.617	 0	 -157.905	 539.36	 0	 -122.215	 453.47	 0	 -93.4703	 365.432	 0	 -72.2299	 275.844	 0	 -59.0134	 185.417	 0	 -54.2062	 94.9393	 0	 -57.9475	 5.2	 0	 -70.0914	 
2.52	 853.87	 0	 -300	 780.007	 0	 -247.482	 702.896	 0	 -199.895	 622.617	 0	 -157.905	 539.36	 0	 -122.216	 453.47	 0	 -93.4719	 365.432	 0	 -72.2309	 275.844	 0	 -59.0134	 185.417	 0	 -54.2064	 94.9395	 0	 -57.9488	 5.2	 0	 -70.0912	 
2.56	 853.87	 0	 -300	 780.008	 0	 -247.482	 702.896	 0	 -199.895	 622.617	 0	 -157.905	 539.36	 0	 -122.217	 453.469	 0	 -93.4734	 365.432	 0	 -72.2318	 275.844	 0	 -59.0134	 185.417	 0	 -54.2066	 94.9397	 0	 -57.9501	 5.2	 0	 -70.0909	 
2.6	 853.87	 0	 -300	 780.008	 0	 -247.481	 702.896	 0	 -199.895	 622.617	 0	 -157.905	 539.36	 0	 -122.217	 453.469	 0	 -93.4749	 365.432	 0	 -72.2326	 275.844	 0	 -59.0133	 185.417	 0	 -54.2069	 94.9398	 0	 -57.9513	 5.2	 0	 -70.0907	 
2.64	 853.87	 0	 -300	 780.008	 0	 -247.481	 702.897	 0	 -199.894	 622.617	 0	 -157.905	 539.36	 0	 -122.218	 453.469	 0	 -93.4763	 365.432	 0	 -72.2335	 275.844	 0	 -59.0133	 185.417	 0	 -54.2072	 94.94	 0	 -57.9526	 5.2	 0	 -70.0904	 
2.68	 853.87	 0	 -300	 780.008	 0	 -247.481	 702.897	 0	 -199.894	 622.618	 0	 -157.905	 539.36	 0	 -122.218	 453.468	 0	 -93.4776	 365.432	 0	 -72.2343	 275.844	 0	 -59.0134	 185.417	 0	 -54.2075	 94.9402	 0	 -57.9538	 5.2	 0	 -70.09	 
2.72	 853.87	 0	 -300	 780.009	 0	 -247.481	 702.897	 0	 -199.894	 622.618	 0	 -157.905	 539.36	 0	 -122.219	 453.468	 0	 -93.4789	 365.431	 0	 -72.235	 275.844	 0	 -59.0134	 185.417	 0	 -54.2078	 94.9404	 0	 -57.955	 5.2	 0	 -70.0897	 
2.76	 853.87	 0	 -300	 780.009	 0	 -247.48	 702.897	 0	 -199.894	 622.618	 0	 -157.905	 539.36	 0	 -122.219	 453.468	 0	 -93.4802	 365.431	 0	 -72.2358	 275.844	 0	 -59.0134	 185.417	 0	 -54.2082	 94.9405	 0	 -57.9561	 5.2	 0	 -70.0894	 
2.8	 853.87	 0	 -300	 780.009	 0	 -247.48	 702.898	 0	 -199.894	 622.618	 0	 -157.906	 539.36	 0	 -122.22	 453.468	 0	 -93.4813	 365.431	 0	 -72.2365	 275.844	 0	 -59.0135	 185.417	 0	 -54.2086	 94.9407	 0	 -57.9572	 5.2	 0	 -70.0891	 
2.84	 853.87	 0	 -300	 780.009	 0	 -247.48	 702.898	 0	 -199.893	 622.618	 0	 -157.906	 539.36	 0	 -122.22	 453.468	 0	 -93.4824	 365.431	 0	 -72.2371	 275.844	 0	 -59.0136	 185.417	 0	 -54.209	 94.9408	 0	 -57.9583	 5.2	 0	 -70.0888	 
2.88	 853.87	 0	 -300	 780.01	 0	 -247.479	 702.898	 0	 -199.893	 622.618	 0	 -157.906	 539.36	 0	 -122.221	 453.467	 0	 -93.4835	 365.431	 0	 -72.2377	 275.844	 0	 -59.0137	 185.418	 0	 -54.2094	 94.941	 0	 -57.9594	 5.2	 0	 -70.0885	 
2.92	 853.87	 0	 -300	 780.01	 0	 -247.479	 702.898	 0	 -199.893	 622.618	 0	 -157.906	 539.36	 0	 -122.221	 453.467	 0	 -93.4845	 365.431	 0	 -72.2383	 275.845	 0	 -59.0138	 185.418	 0	 -54.2099	 94.9411	 0	 -57.9604	 5.2	 0	 -70.0882	 
2.96	 853.87	 0	 -300	 780.01	 0	 -247.479	 702.899	 0	 -199.893	 622.618	 0	 -157.906	 539.36	 0	 -122.222	 453.467	 0	 -93.4854	 365.431	 0	 -72.2389	 275.845	 0	 -59.0139	 185.418	 0	 -54.2104	 94.9413	 0	 -57.9613	 5.2	 0	 -70.088	 
3	 853.87	 0	 -300	 780.01	 0	 -247.478	 702.899	 0	 -199.893	 622.618	 0	 -157.907	 539.36	 0	 -122.222	 453.467	 0	 -93.4862	 365.431	 0	 -72.2394	 275.845	 0	 -59.0141	 185.418	 0	 -54.2109	 94.9414	 0	 -57.9622	 5.2	 0	 -70.0878	 
3.04	 853.87	 0	 -300	 780.011	 0	 -247.478	 702.899	 0	 -199.892	 622.618	 0	 -157.907	 539.36	 0	 -122.223	 453.467	 0	 -93.4869	 365.431	 0	 -72.2399	 275.845	 0	 -59.0143	 185.418	 0	 -54.2114	 94.9415	 0	 -57.9631	 5.2	 0	 -70.0876	 
3.08	 853.87	 0	 -300	 780.011	 0	 -247.478	 702.899	 0	 -199.892	 622.618	 0	 -157.907	 539.36	 0	 -122.223	 453.467	 0	 -93.4876	 365.431	 0	 -72.2403	 275.845	 0	 -59.0145	 185.418	 0	 -54.212	 94.9417	 0	 -57.964	 5.2	 0	 -70.0874	 
3.12	 853.87	 0	 -300	 780.011	 0	 -247.477	 702.9	 0	 -199.892	 622.618	 0	 -157.907	 539.36	 0	 -122.223	 453.467	 0	 -93.4882	 365.431	 0	 -72.2407	 275.845	 0	 -59.0147	 185.418	 0	 -54.2126	 94.9418	 0	 -57.9647	 5.2	 0	 -70.0873	 
3.16	 853.87	 0	 -300	 780.012	 0	 -247.477	 702.9	 0	 -199.892	 622.618	 0	 -157.907	 539.36	 0	 -122.224	 453.467	 0	 -93.4888	 365.431	 0	 -72.2411	 275.845	 0	 -59.0149	 185.418	 0	 -54.2132	 94.9418	 0	 -57.9655	 5.2	 0	 -70.0872	 
3.2	 853.87	 0	 -300	 780.012	 0	 -247.476	 702.9	 0	 -199.891	 622.618	 0	 -157.908	 539.36	 0	 -122.224	 453.467	 0	 -93.4893	 365.431	 0	 -72.2414	 275.845	 0	 -59.0152	 185.418	 0	 -54.2138	 94.9419	 0	 -57.9662	 5.2	 0	 -70.0872	 
3.24	 853.87	 0	 -300	 780.012	 0	 -247.476	 702.9	 0	 -199.891	 622.618	 0	 -157.908	 539.36	 0	 -122.225	 453.467	 0	 -93.4897	 365.431	 0	 -72.2417	 275.845	 0	 -59.0155	 185.418	 0	 -54.2145	 94.942	 0	 -57.9668	 5.2	 0	 -70.0873	 
3.28	 853.87	 0	 -300	 780.013	 0	 -247.475	 702.901	 0	 -199.891	 622.618	 0	 -157.908	 539.36	 0	 -122.225	 453.467	 0	 -93.49	 365.431	 0	 -72.2419	 275.845	 0	 -59.0158	 185.418	 0	 -54.2152	 94.942	 0	 -57.9674	 5.2	 0	 -70.0874	 
