Time	 FAIRTEN1	 FAIRTEN2	 FAIRTEN3	 
(s)	 (N)     	 (N)     	 (N)     	 
0	 745390	 742244	 742244	 
0.01	 745392	 742246	 742246	 
0.02	 745391	 742245	 742245	 
0.03	 745461	 742315	 742315	 
0.04	 745507	 742360	 742360	 
0.05	 745544	 742397	 742397	 
0.06	 745576	 742429	 742429	 
0.07	 745605	 742458	 742458	 
0.08	 745632	 742485	 742485	 
0.09	 745657	 742510	 742510	 
0.1	 745681	 742533	 742533	 
0.11	 745703	 742556	 742556	 
0.12	 745725	 742577	 742577	 
0.13	 745747	 742598	 742598	 
0.14	 745767	 742619	 742619	 
0.15	 745788	 742639	 742639	 
0.16	 745808	 742659	 742659	 
0.17	 745828	 742679	 742679	 
0.18	 745848	 742698	 742698	 
0.19	 745867	 742718	 742718	 
0.2	 745887	 742737	 742737	 
0.21	 745906	 742756	 742756	 
0.22	 745925	 742775	 742775	 
0.23	 745945	 742794	 742794	 
0.24	 745964	 742813	 742813	 
0.25	 745983	 742832	 742832	 
0.26	 746002	 742851	 742851	 
0.27	 746021	 742870	 742870	 
0.28	 746040	 742888	 742888	 
0.29	 746059	 742907	 742907	 
0.3	 746078	 742926	 742926	 
0.31	 746097	 742944	 742944	 
0.32	 746115	 742963	 742963	 
0.33	 746134	 742981	 742981	 
0.34	 746152	 742999	 742999	 
0.35	 746171	 743017	 743017	 
0.36	 746189	 743035	 743035	 
0.37	 746208	 743053	 743053	 
0.38	 746226	 743071	 743071	 
0.39	 746244	 743089	 743089	 
0.4	 746262	 743106	 743106	 
0.41	 746279	 743124	 743124	 
0.42	 746297	 743141	 743141	 
0.43	 746314	 743158	 743158	 
0.44	 746332	 743175	 743175	 
0.45	 746349	 743192	 743192	 
0.46	 746366	 743209	 743209	 
0.47	 746382	 743225	 743225	 
0.48	 746399	 743241	 743241	 
0.49	 746415	 743257	 743257	 
0.5	 746431	 743273	 743273	 
0.51	 746447	 743289	 743289	 
0.52	 746463	 743304	 743304	 
0.53	 746478	 743319	 743319	 
0.54	 746494	 743334	 743334	 
0.55	 746509	 743349	 743349	 
0.56	 746523	 743363	 743363	 
0.57	 746538	 743377	 743377	 
0.58	 746552	 743391	 743391	 
0.59	 746566	 743405	 743405	 
0.6	 746579	 743418	 743418	 
0.61	 746593	 743431	 743431	 
0.62	 746606	 743444	 743444	 
0.63	 746619	 743456	 743456	 
0.64	 746631	 743468	 743468	 
0.65	 746643	 743480	 743480	 
0.66	 746655	 743491	 743491	 
0.67	 746666	 743502	 743502	 
0.68	 746678	 743513	 743513	 
0.69	 746688	 743524	 743524	 
0.7	 746699	 743534	 743534	 
0.71	 746709	 743544	 743544	 
0.72	 746719	 743553	 743553	 
0.73	 746728	 743562	 743562	 
0.74	 746737	 743571	 743571	 
0.75	 746746	 743579	 743579	 
0.76	 746754	 743587	 743587	 
0.77	 746762	 743595	 743595	 
0.78	 746769	 743602	 743602	 
0.79	 746776	 743609	 743609	 
0.8	 746783	 743615	 743615	 
0.81	 746789	 743621	 743621	 
0.82	 746795	 743627	 743627	 
0.83	 746801	 743632	 743632	 
0.84	 746806	 743637	 743637	 
0.85	 746811	 743641	 743641	 
0.86	 746815	 743645	 743645	 
0.87	 746819	 743649	 743649	 
0.88	 746822	 743652	 743652	 
0.89	 746825	 743654	 743654	 
0.9	 746828	 743657	 743657	 
0.91	 746830	 743658	 743658	 
0.92	 746831	 743660	 743660	 
0.93	 746833	 743661	 743661	 
0.94	 746833	 743661	 743661	 
0.95	 746834	 743661	 743661	 
0.96	 746834	 743661	 743661	 
0.97	 746833	 743660	 743660	 
0.98	 746832	 743659	 743659	 
0.99	 746830	 743657	 743657	 
1	 746828	 743655	 743655	 
1.01	 746826	 743652	 743652	 
1.02	 746823	 743649	 743649	 
1.03	 746820	 743646	 743646	 
1.04	 746816	 743642	 743642	 
1.05	 746812	 743637	 743637	 
1.06	 746807	 743632	 743632	 
1.07	 746802	 743627	 743627	 
1.08	 746796	 743621	 743621	 
1.09	 746790	 743615	 743615	 
1.1	 746783	 743608	 743608	 
1.11	 746776	 743601	 743601	 
1.12	 746769	 743593	 743593	 
1.13	 746761	 743585	 743585	 
1.14	 746752	 743576	 743576	 
1.15	 746744	 743567	 743567	 
1.16	 746734	 743558	 743558	 
1.17	 746724	 743548	 743548	 
1.18	 746714	 743537	 743537	 
1.19	 746703	 743526	 743526	 
1.2	 746692	 743515	 743515	 
1.21	 746680	 743503	 743503	 
1.22	 746668	 743491	 743491	 
1.23	 746656	 743478	 743478	 
1.24	 746643	 743465	 743465	 
1.25	 746629	 743452	 743452	 
1.26	 746615	 743438	 743438	 
1.27	 746601	 743423	 743423	 
1.28	 746586	 743408	 743408	 
1.29	 746571	 743393	 743393	 
1.3	 746555	 743377	 743377	 
1.31	 746539	 743361	 743361	 
1.32	 746523	 743345	 743345	 
1.33	 746506	 743328	 743328	 
1.34	 746488	 743310	 743310	 
1.35	 746470	 743292	 743292	 
1.36	 746452	 743274	 743274	 
1.37	 746434	 743256	 743256	 
1.38	 746415	 743237	 743237	 
1.39	 746395	 743217	 743217	 
1.4	 746375	 743197	 743197	 
1.41	 746355	 743177	 743177	 
1.42	 746335	 743157	 743157	 
1.43	 746314	 743136	 743136	 
1.44	 746292	 743114	 743114	 
1.45	 746271	 743093	 743093	 
1.46	 746249	 743071	 743071	 
1.47	 746226	 743048	 743048	 
1.48	 746203	 743026	 743026	 
1.49	 746180	 743002	 743002	 
1.5	 746157	 742979	 742979	 
1.51	 746133	 742955	 742955	 
1.52	 746109	 742931	 742931	 
1.53	 746085	 742907	 742907	 
1.54	 746060	 742882	 742882	 
1.55	 746035	 742857	 742857	 
1.56	 746009	 742832	 742832	 
1.57	 745984	 742806	 742806	 
1.58	 745958	 742781	 742781	 
1.59	 745932	 742755	 742755	 
1.6	 745905	 742728	 742728	 
1.61	 745878	 742702	 742702	 
1.62	 745851	 742675	 742675	 
1.63	 745824	 742647	 742647	 
1.64	 745797	 742620	 742620	 
1.65	 745769	 742593	 742593	 
1.66	 745741	 742565	 742565	 
1.67	 745713	 742537	 742537	 
1.68	 745684	 742508	 742508	 
1.69	 745656	 742480	 742480	 
1.7	 745627	 742451	 742451	 
1.71	 745598	 742423	 742423	 
1.72	 745569	 742394	 742394	 
1.73	 745540	 742364	 742364	 
1.74	 745510	 742335	 742335	 
1.75	 745481	 742306	 742306	 
1.76	 745451	 742276	 742276	 
1.77	 745421	 742246	 742246	 
1.78	 745391	 742217	 742217	 
1.79	 745361	 742187	 742187	 
1.8	 745331	 742157	 742157	 
1.81	 745300	 742126	 742126	 
1.82	 745270	 742096	 742096	 
1.83	 745239	 742066	 742066	 
1.84	 745209	 742036	 742036	 
1.85	 745178	 742005	 742005	 
1.86	 745148	 741975	 741975	 
1.87	 745117	 741944	 741944	 
1.88	 745086	 741914	 741914	 
1.89	 745055	 741883	 741883	 
1.9	 745025	 741853	 741853	 
1.91	 744994	 741822	 741822	 
1.92	 744963	 741792	 741792	 
1.93	 744932	 741761	 741761	 
1.94	 744902	 741731	 741731	 
1.95	 744871	 741700	 741700	 
1.96	 744841	 741670	 741670	 
1.97	 744810	 741640	 741640	 
1.98	 744779	 741609	 741609	 
1.99	 744749	 741579	 741579	 
2	 744719	 741549	 741549	 
2.01	 744689	 741519	 741519	 
2.02	 744658	 741490	 741490	 
2.03	 744628	 741460	 741460	 
2.04	 744599	 741430	 741430	 
2.05	 744569	 741401	 741401	 
2.06	 744539	 741372	 741372	 
2.07	 744510	 741343	 741343	 
2.08	 744481	 741314	 741314	 
2.09	 744452	 741285	 741285	 
2.1	 744423	 741256	 741256	 
2.11	 744394	 741228	 741228	 
2.12	 744366	 741200	 741200	 
2.13	 744337	 741172	 741172	 
2.14	 744309	 741144	 741144	 
2.15	 744282	 741117	 741117	 
2.16	 744254	 741090	 741090	 
2.17	 744227	 741063	 741063	 
2.18	 744200	 741036	 741036	 
2.19	 744173	 741010	 741010	 
2.2	 744147	 740984	 740984	 
2.21	 744121	 740958	 740958	 
2.22	 744095	 740932	 740932	 
2.23	 744069	 740907	 740907	 
2.24	 744044	 740883	 740883	 
2.25	 744019	 740858	 740858	 
2.26	 743995	 740834	 740834	 
2.27	 743971	 740810	 740810	 
2.28	 743947	 740787	 740787	 
2.29	 743924	 740764	 740764	 
2.3	 743901	 740741	 740741	 
2.31	 743878	 740719	 740719	 
2.32	 743856	 740697	 740697	 
2.33	 743834	 740676	 740676	 
2.34	 743813	 740655	 740655	 
2.35	 743792	 740634	 740634	 
2.36	 743772	 740614	 740614	 
2.37	 743751	 740594	 740594	 
2.38	 743732	 740575	 740575	 
2.39	 743713	 740556	 740556	 
2.4	 743694	 740538	 740538	 
2.41	 743676	 740520	 740520	 
2.42	 743658	 740503	 740503	 
2.43	 743641	 740486	 740486	 
2.44	 743625	 740470	 740470	 
2.45	 743609	 740454	 740454	 
2.46	 743593	 740439	 740439	 
2.47	 743578	 740424	 740424	 
2.48	 743563	 740410	 740410	 
2.49	 743549	 740396	 740396	 
2.5	 743536	 740383	 740383	 
2.51	 743523	 740370	 740370	 
2.52	 743511	 740358	 740358	 
2.53	 743499	 740347	 740347	 
2.54	 743488	 740336	 740336	 
2.55	 743478	 740326	 740326	 
2.56	 743468	 740316	 740316	 
2.57	 743459	 740307	 740307	 
2.58	 743450	 740299	 740299	 
2.59	 743442	 740291	 740291	 
2.6	 743434	 740284	 740284	 
2.61	 743428	 740278	 740278	 
2.62	 743421	 740272	 740272	 
2.63	 743416	 740266	 740266	 
2.64	 743411	 740262	 740262	 
2.65	 743407	 740258	 740258	 
2.66	 743403	 740255	 740255	 
2.67	 743401	 740252	 740252	 
2.68	 743398	 740250	 740250	 
2.69	 743397	 740249	 740249	 
2.7	 743396	 740248	 740248	 
2.71	 743396	 740248	 740248	 
2.72	 743397	 740249	 740249	 
2.73	 743398	 740250	 740250	 
2.74	 743400	 740253	 740253	 
2.75	 743403	 740256	 740256	 
2.76	 743406	 740259	 740259	 
2.77	 743410	 740263	 740263	 
2.78	 743415	 740269	 740269	 
2.79	 743421	 740274	 740274	 
2.8	 743427	 740281	 740281	 
2.81	 743434	 740288	 740288	 
2.82	 743442	 740296	 740296	 
2.83	 743451	 740305	 740305	 
2.84	 743460	 740314	 740314	 
2.85	 743470	 740324	 740324	 
2.86	 743481	 740335	 740335	 
2.87	 743493	 740347	 740347	 
2.88	 743505	 740359	 740359	 
2.89	 743518	 740372	 740372	 
2.9	 743532	 740386	 740386	 
2.91	 743547	 740401	 740401	 
2.92	 743562	 740416	 740416	 
2.93	 743578	 740433	 740433	 
2.94	 743595	 740449	 740449	 
2.95	 743613	 740467	 740467	 
2.96	 743631	 740486	 740486	 
2.97	 743650	 740505	 740505	 
2.98	 743671	 740525	 740525	 
2.99	 743691	 740546	 740546	 
3	 743713	 740567	 740567	 
3.01	 743735	 740590	 740590	 
3.02	 743758	 740613	 740613	 
3.03	 743782	 740637	 740637	 
3.04	 743807	 740661	 740661	 
3.05	 743832	 740686	 740686	 
3.06	 743859	 740713	 740713	 
3.07	 743886	 740740	 740740	 
3.08	 743913	 740767	 740767	 
3.09	 743942	 740796	 740796	 
3.1	 743971	 740825	 740825	 
3.11	 744001	 740855	 740855	 
3.12	 744032	 740885	 740885	 
3.13	 744064	 740917	 740917	 
3.14	 744096	 740949	 740949	 
3.15	 744129	 740982	 740982	 
3.16	 744163	 741016	 741016	 
3.17	 744197	 741050	 741050	 
3.18	 744233	 741085	 741085	 
3.19	 744269	 741121	 741121	 
3.2	 744306	 741158	 741158	 
3.21	 744343	 741195	 741195	 
3.22	 744382	 741233	 741233	 
3.23	 744421	 741272	 741272	 
3.24	 744460	 741311	 741311	 
3.25	 744501	 741351	 741351	 
3.26	 744542	 741392	 741392	 
3.27	 744584	 741433	 741433	 
3.28	 744626	 741476	 741476	 
3.29	 744670	 741518	 741518	 
3.3	 744714	 741562	 741562	 
3.31	 744758	 741606	 741606	 
3.32	 744804	 741651	 741651	 
3.33	 744850	 741697	 741697	 
3.34	 744896	 741743	 741743	 
3.35	 744944	 741790	 741790	 
3.36	 744992	 741837	 741837	 
3.37	 745040	 741885	 741885	 
3.38	 745090	 741934	 741934	 
3.39	 745139	 741983	 741983	 
3.4	 745190	 742033	 742033	 
3.41	 745241	 742084	 742084	 
3.42	 745293	 742135	 742135	 
3.43	 745345	 742186	 742186	 
3.44	 745398	 742239	 742239	 
3.45	 745452	 742292	 742292	 
3.46	 745506	 742345	 742345	 
3.47	 745561	 742399	 742399	 
3.48	 745616	 742453	 742453	 
3.49	 745672	 742508	 742508	 
3.5	 745728	 742564	 742564	 
3.51	 745785	 742620	 742620	 
3.52	 745842	 742676	 742676	 
3.53	 745900	 742733	 742733	 
3.54	 745959	 742791	 742791	 
3.55	 746018	 742849	 742849	 
3.56	 746077	 742907	 742907	 
3.57	 746137	 742966	 742966	 
3.58	 746197	 743025	 743025	 
3.59	 746258	 743085	 743085	 
3.6	 746319	 743145	 743145	 
3.61	 746380	 743205	 743205	 
3.62	 746442	 743266	 743266	 
3.63	 746505	 743327	 743327	 
3.64	 746567	 743389	 743389	 
3.65	 746630	 743451	 743451	 
3.66	 746694	 743513	 743513	 
3.67	 746758	 743576	 743576	 
3.68	 746822	 743638	 743638	 
3.69	 746886	 743702	 743702	 
3.7	 746951	 743765	 743765	 
3.71	 747016	 743829	 743829	 
3.72	 747081	 743893	 743893	 
3.73	 747147	 743957	 743957	 
3.74	 747212	 744021	 744021	 
3.75	 747278	 744086	 744086	 
3.76	 747345	 744151	 744151	 
3.77	 747411	 744215	 744215	 
3.78	 747478	 744281	 744281	 
3.79	 747544	 744346	 744346	 
3.8	 747611	 744411	 744411	 
3.81	 747678	 744477	 744477	 
3.82	 747745	 744542	 744542	 
3.83	 747813	 744608	 744608	 
3.84	 747880	 744673	 744673	 
3.85	 747947	 744739	 744739	 
3.86	 748015	 744805	 744805	 
3.87	 748082	 744871	 744871	 
3.88	 748149	 744936	 744936	 
3.89	 748217	 745002	 745002	 
3.9	 748284	 745068	 745068	 
3.91	 748352	 745133	 745133	 
3.92	 748419	 745199	 745199	 
3.93	 748486	 745264	 745264	 
3.94	 748553	 745330	 745330	 
3.95	 748620	 745395	 745395	 
3.96	 748687	 745460	 745460	 
3.97	 748754	 745525	 745525	 
3.98	 748820	 745589	 745589	 
3.99	 748887	 745654	 745654	 
4	 748953	 745718	 745718	 
4.01	 749018	 745782	 745782	 
4.02	 749084	 745845	 745845	 
4.03	 749149	 745909	 745909	 
4.04	 749215	 745972	 745972	 
4.05	 749279	 746035	 746035	 
4.06	 749344	 746097	 746097	 
4.07	 749408	 746159	 746159	 
4.08	 749471	 746221	 746221	 
4.09	 749535	 746282	 746282	 
4.1	 749597	 746343	 746343	 
4.11	 749660	 746403	 746403	 
4.12	 749722	 746463	 746463	 
4.13	 749783	 746522	 746522	 
4.14	 749844	 746581	 746581	 
4.15	 749904	 746639	 746639	 
4.16	 749964	 746697	 746697	 
4.17	 750024	 746754	 746754	 
4.18	 750082	 746811	 746811	 
4.19	 750140	 746867	 746867	 
4.2	 750197	 746922	 746922	 
4.21	 750254	 746977	 746977	 
4.22	 750310	 747030	 747030	 
4.23	 750365	 747084	 747084	 
4.24	 750420	 747136	 747136	 
4.25	 750474	 747188	 747188	 
4.26	 750527	 747238	 747238	 
4.27	 750579	 747289	 747289	 
4.28	 750630	 747338	 747338	 
4.29	 750680	 747386	 747386	 
4.3	 750730	 747433	 747433	 
4.31	 750779	 747480	 747480	 
4.32	 750826	 747526	 747526	 
4.33	 750873	 747570	 747570	 
4.34	 750919	 747614	 747614	 
4.35	 750964	 747657	 747657	 
4.36	 751007	 747698	 747698	 
4.37	 751050	 747739	 747739	 
4.38	 751091	 747778	 747778	 
4.39	 751132	 747817	 747817	 
4.4	 751171	 747854	 747854	 
4.41	 751209	 747890	 747890	 
4.42	 751246	 747925	 747925	 
4.43	 751282	 747959	 747959	 
4.44	 751317	 747992	 747992	 
4.45	 751350	 748023	 748023	 
4.46	 751382	 748053	 748053	 
4.47	 751412	 748082	 748082	 
4.48	 751442	 748109	 748109	 
4.49	 751470	 748135	 748135	 
4.5	 751496	 748160	 748160	 
4.51	 751521	 748183	 748183	 
4.52	 751545	 748205	 748205	 
4.53	 751567	 748226	 748226	 
4.54	 751588	 748245	 748245	 
4.55	 751607	 748263	 748263	 
4.56	 751625	 748279	 748279	 
4.57	 751641	 748293	 748293	 
4.58	 751656	 748306	 748306	 
4.59	 751669	 748318	 748318	 
4.6	 751680	 748327	 748327	 
4.61	 751690	 748336	 748336	 
4.62	 751698	 748342	 748342	 
4.63	 751704	 748347	 748347	 
4.64	 751709	 748350	 748350	 
4.65	 751711	 748352	 748352	 
4.66	 751712	 748351	 748351	 
4.67	 751711	 748349	 748349	 
4.68	 751709	 748345	 748345	 
4.69	 751704	 748340	 748340	 
4.7	 751698	 748332	 748332	 
4.71	 751690	 748323	 748323	 
4.72	 751679	 748311	 748311	 
4.73	 751667	 748298	 748298	 
4.74	 751653	 748283	 748283	 
4.75	 751637	 748266	 748266	 
4.76	 751619	 748247	 748247	 
4.77	 751598	 748226	 748226	 
4.78	 751576	 748203	 748203	 
4.79	 751552	 748178	 748178	 
4.8	 751525	 748151	 748151	 
4.81	 751497	 748122	 748122	 
4.82	 751466	 748090	 748090	 
4.83	 751433	 748057	 748057	 
4.84	 751398	 748021	 748021	 
4.85	 751360	 747984	 747984	 
4.86	 751321	 747944	 747944	 
4.87	 751279	 747902	 747902	 
4.88	 751235	 747857	 747857	 
4.89	 751189	 747811	 747811	 
4.9	 751140	 747762	 747762	 
4.91	 751089	 747711	 747711	 
4.92	 751036	 747658	 747658	 
4.93	 750980	 747602	 747602	 
4.94	 750922	 747544	 747544	 
4.95	 750861	 747484	 747484	 
4.96	 750798	 747421	 747421	 
4.97	 750733	 747356	 747356	 
4.98	 750665	 747289	 747289	 
4.99	 750595	 747219	 747219	 
5	 750522	 747147	 747147	 
5.01	 750447	 747072	 747072	 
5.02	 750369	 746995	 746995	 
5.03	 750289	 746915	 746915	 
5.04	 750206	 746833	 746833	 
5.05	 750121	 746748	 746748	 
5.06	 750033	 746661	 746661	 
5.07	 749943	 746572	 746572	 
5.08	 749850	 746480	 746480	 
5.09	 749754	 746385	 746385	 
5.1	 749656	 746288	 746288	 
5.11	 749555	 746188	 746188	 
5.12	 749452	 746086	 746086	 
5.13	 749346	 745981	 745981	 
5.14	 749237	 745874	 745874	 
5.15	 749126	 745764	 745764	 
5.16	 749012	 745651	 745651	 
5.17	 748895	 745536	 745536	 
5.18	 748776	 745418	 745418	 
5.19	 748654	 745297	 745297	 
5.2	 748529	 745174	 745174	 
5.21	 748402	 745049	 745049	 
5.22	 748272	 744920	 744920	 
5.23	 748140	 744789	 744789	 
5.24	 748004	 744656	 744656	 
5.25	 747866	 744519	 744519	 
5.26	 747726	 744381	 744381	 
5.27	 747582	 744239	 744239	 
5.28	 747437	 744095	 744095	 
5.29	 747288	 743948	 743948	 
5.3	 747137	 743799	 743799	 
5.31	 746983	 743647	 743647	 
5.32	 746826	 743492	 743492	 
5.33	 746667	 743335	 743335	 
5.34	 746505	 743175	 743175	 
5.35	 746341	 743012	 743012	 
5.36	 746174	 742847	 742847	 
5.37	 746004	 742679	 742679	 
5.38	 745831	 742509	 742509	 
5.39	 745656	 742336	 742336	 
5.4	 745479	 742160	 742160	 
5.41	 745299	 741982	 741982	 
5.42	 745116	 741802	 741802	 
5.43	 744931	 741618	 741618	 
5.44	 744743	 741433	 741433	 
5.45	 744553	 741244	 741244	 
5.46	 744360	 741054	 741054	 
5.47	 744165	 740860	 740860	 
5.48	 743967	 740665	 740665	 
5.49	 743767	 740466	 740466	 
5.5	 743565	 740266	 740266	 
5.51	 743360	 740063	 740063	 
5.52	 743152	 739857	 739857	 
5.53	 742943	 739649	 739649	 
5.54	 742731	 739439	 739439	 
5.55	 742516	 739226	 739226	 
5.56	 742300	 739011	 739011	 
5.57	 742081	 738794	 738794	 
5.58	 741860	 738575	 738575	 
5.59	 741636	 738353	 738353	 
5.6	 741411	 738129	 738129	 
5.61	 741184	 737904	 737904	 
5.62	 740954	 737676	 737676	 
5.63	 740723	 737447	 737447	 
5.64	 740489	 737216	 737216	 
5.65	 740253	 736983	 736983	 
5.66	 740016	 736748	 736748	 
5.67	 739777	 736512	 736512	 
5.68	 739536	 736273	 736273	 
5.69	 739293	 736034	 736034	 
5.7	 739048	 735792	 735792	 
5.71	 738801	 735549	 735549	 
5.72	 738553	 735305	 735305	 
5.73	 738304	 735059	 735059	 
5.74	 738052	 734811	 734811	 
5.75	 737799	 734563	 734563	 
5.76	 737545	 734312	 734312	 
5.77	 737289	 734061	 734061	 
5.78	 737031	 733809	 733809	 
5.79	 736773	 733555	 733555	 
5.8	 736512	 733300	 733300	 
5.81	 736251	 733044	 733044	 
5.82	 735989	 732787	 732787	 
5.83	 735725	 732529	 732529	 
5.84	 735460	 732270	 732270	 
5.85	 735194	 732010	 732010	 
5.86	 734927	 731750	 731750	 
5.87	 734659	 731488	 731488	 
5.88	 734390	 731226	 731226	 
5.89	 734120	 730963	 730963	 
5.9	 733850	 730700	 730700	 
5.91	 733578	 730436	 730436	 
5.92	 733306	 730172	 730172	 
5.93	 733034	 729907	 729907	 
5.94	 732761	 729642	 729642	 
5.95	 732487	 729377	 729377	 
5.96	 732213	 729112	 729112	 
5.97	 731938	 728846	 728846	 
5.98	 731663	 728580	 728580	 
5.99	 731388	 728314	 728314	 
6	 731113	 728048	 728048	 
6.01	 730838	 727783	 727783	 
6.02	 730562	 727517	 727517	 
6.03	 730287	 727252	 727252	 
6.04	 730011	 726987	 726987	 
6.05	 729736	 726722	 726722	 
6.06	 729461	 726458	 726458	 
6.07	 729186	 726194	 726194	 
6.08	 728912	 725931	 725931	 
6.09	 728638	 725669	 725669	 
6.1	 728364	 725407	 725407	 
6.11	 728091	 725146	 725146	 
6.12	 727819	 724885	 724885	 
6.13	 727547	 724626	 724626	 
6.14	 727276	 724368	 724368	 
6.15	 727006	 724110	 724110	 
6.16	 726736	 723854	 723854	 
6.17	 726468	 723599	 723599	 
6.18	 726201	 723345	 723345	 
6.19	 725935	 723093	 723093	 
6.2	 725670	 722841	 722841	 
6.21	 725406	 722592	 722592	 
6.22	 725143	 722343	 722343	 
6.23	 724882	 722097	 722097	 
6.24	 724623	 721851	 721851	 
6.25	 724365	 721608	 721608	 
6.26	 724108	 721367	 721367	 
6.27	 723854	 721127	 721127	 
6.28	 723601	 720889	 720889	 
6.29	 723350	 720654	 720654	 
6.3	 723100	 720420	 720420	 
6.31	 722853	 720188	 720188	 
6.32	 722608	 719959	 719959	 
6.33	 722365	 719732	 719732	 
6.34	 722124	 719507	 719507	 
6.35	 721886	 719285	 719285	 
6.36	 721650	 719065	 719065	 
6.37	 721416	 718848	 718848	 
6.38	 721184	 718633	 718633	 
6.39	 720955	 718420	 718420	 
6.4	 720729	 718211	 718211	 
6.41	 720505	 718004	 718004	 
6.42	 720284	 717800	 717800	 
6.43	 720066	 717599	 717599	 
6.44	 719851	 717401	 717401	 
6.45	 719639	 717205	 717205	 
6.46	 719430	 717013	 717013	 
6.47	 719223	 716824	 716824	 
6.48	 719021	 716639	 716639	 
6.49	 718821	 716456	 716456	 
6.5	 718625	 716277	 716277	 
6.51	 718432	 716101	 716101	 
6.52	 718242	 715929	 715929	 
6.53	 718056	 715760	 715760	 
6.54	 717874	 715595	 715595	 
6.55	 717695	 715433	 715433	 
6.56	 717520	 715275	 715275	 
6.57	 717348	 715121	 715121	 
6.58	 717181	 714971	 714971	 
6.59	 717017	 714824	 714824	 
6.6	 716857	 714681	 714681	 
6.61	 716701	 714542	 714542	 
6.62	 716550	 714407	 714407	 
6.63	 716402	 714276	 714276	 
6.64	 716259	 714149	 714149	 
6.65	 716120	 714027	 714027	 
6.66	 715983	 713907	 713907	 
6.67	 715851	 713790	 713790	 
6.68	 715722	 713677	 713677	 
6.69	 715598	 713569	 713569	 
6.7	 715477	 713464	 713464	 
6.71	 715361	 713364	 713364	 
6.72	 715250	 713268	 713268	 
6.73	 715143	 713176	 713176	 
6.74	 715040	 713088	 713088	 
6.75	 714941	 713004	 713004	 
6.76	 714847	 712925	 712925	 
6.77	 714758	 712849	 712849	 
6.78	 714673	 712779	 712779	 
6.79	 714592	 712712	 712712	 
6.8	 714517	 712650	 712650	 
6.81	 714445	 712592	 712592	 
6.82	 714379	 712538	 712538	 
6.83	 714316	 712488	 712488	 
6.84	 714258	 712443	 712443	 
6.85	 714205	 712402	 712402	 
6.86	 714156	 712365	 712365	 
6.87	 714113	 712333	 712333	 
6.88	 714073	 712305	 712305	 
6.89	 714039	 712281	 712281	 
6.9	 714009	 712262	 712262	 
6.91	 713984	 712247	 712247	 
6.92	 713964	 712237	 712237	 
6.93	 713948	 712231	 712231	 
6.94	 713937	 712229	 712229	 
6.95	 713931	 712232	 712232	 
6.96	 713930	 712240	 712240	 
6.97	 713934	 712251	 712251	 
6.98	 713943	 712268	 712268	 
6.99	 713956	 712289	 712289	 
7	 713975	 712314	 712314	 
7.01	 713998	 712344	 712344	 
7.02	 714026	 712378	 712378	 
7.03	 714059	 712417	 712417	 
7.04	 714097	 712460	 712460	 
7.05	 714140	 712508	 712508	 
7.06	 714187	 712560	 712560	 
7.07	 714240	 712616	 712616	 
7.08	 714297	 712678	 712678	 
7.09	 714360	 712743	 712743	 
7.1	 714427	 712814	 712814	 
7.11	 714500	 712888	 712888	 
7.12	 714577	 712968	 712968	 
7.13	 714659	 713051	 713051	 
7.14	 714746	 713140	 713140	 
7.15	 714838	 713232	 713232	 
7.16	 714935	 713330	 713330	 
7.17	 715037	 713431	 713431	 
7.18	 715144	 713538	 713538	 
7.19	 715256	 713649	 713649	 
7.2	 715373	 713764	 713764	 
7.21	 715494	 713884	 713884	 
7.22	 715621	 714008	 714008	 
7.23	 715753	 714137	 714137	 
7.24	 715889	 714271	 714271	 
7.25	 716031	 714409	 714409	 
7.26	 716177	 714551	 714551	 
7.27	 716329	 714698	 714698	 
7.28	 716485	 714850	 714850	 
7.29	 716646	 715006	 715006	 
7.3	 716813	 715167	 715167	 
7.31	 716984	 715332	 715332	 
7.32	 717160	 715502	 715502	 
7.33	 717341	 715676	 715676	 
7.34	 717527	 715855	 715855	 
7.35	 717718	 716038	 716038	 
7.36	 717914	 716226	 716226	 
7.37	 718114	 716419	 716419	 
7.38	 718320	 716616	 716616	 
7.39	 718530	 716817	 716817	 
7.4	 718746	 717023	 717023	 
7.41	 718966	 717234	 717234	 
7.42	 719191	 717449	 717449	 
7.43	 719421	 717669	 717669	 
7.44	 719656	 717893	 717893	 
7.45	 719896	 718122	 718122	 
7.46	 720140	 718356	 718356	 
7.47	 720389	 718593	 718593	 
7.48	 720644	 718836	 718836	 
7.49	 720902	 719083	 719083	 
7.5	 721166	 719334	 719334	 
7.51	 721435	 719590	 719590	 
7.52	 721708	 719851	 719851	 
7.53	 721986	 720116	 720116	 
7.54	 722268	 720386	 720386	 
7.55	 722556	 720660	 720660	 
7.56	 722848	 720938	 720938	 
7.57	 723145	 721221	 721221	 
7.58	 723446	 721509	 721509	 
7.59	 723752	 721801	 721801	 
7.6	 724063	 722097	 722097	 
7.61	 724378	 722398	 722398	 
7.62	 724698	 722704	 722704	 
7.63	 725022	 723013	 723013	 
7.64	 725351	 723328	 723328	 
7.65	 725684	 723646	 723646	 
7.66	 726022	 723969	 723969	 
7.67	 726364	 724297	 724297	 
7.68	 726710	 724628	 724628	 
7.69	 727061	 724964	 724964	 
7.7	 727417	 725304	 725304	 
7.71	 727776	 725649	 725649	 
7.72	 728140	 725998	 725998	 
7.73	 728508	 726351	 726351	 
7.74	 728880	 726708	 726708	 
