Time	 FAIRTEN1	 FAIRTEN2	 FAIRTEN3	 
(s)	 (N)     	 (N)     	 (N)     	 
129.42	 778836	 775169	 775169	 
129.43	 778815	 775142	 775142	 
129.44	 778793	 775115	 775115	 
129.45	 778769	 775085	 775085	 
129.46	 778742	 775053	 775053	 
129.47	 778713	 775018	 775018	 
129.48	 778682	 774981	 774981	 
129.49	 778648	 774943	 774943	 
129.5	 778612	 774901	 774901	 
129.51	 778574	 774858	 774858	 
129.52	 778534	 774812	 774812	 
129.53	 778491	 774764	 774764	 
129.54	 778446	 774714	 774714	 
129.55	 778399	 774662	 774662	 
129.56	 778350	 774608	 774608	 
129.57	 778298	 774551	 774551	 
129.58	 778244	 774492	 774492	 
129.59	 778189	 774432	 774432	 
129.6	 778131	 774369	 774369	 
129.61	 778071	 774304	 774304	 
129.62	 778008	 774237	 774237	 
129.63	 777944	 774168	 774168	 
129.64	 777878	 774097	 774097	 
129.65	 777809	 774023	 774023	 
129.66	 777739	 773948	 773948	 
129.67	 777666	 773871	 773871	 
129.68	 777592	 773792	 773792	 
129.69	 777515	 773711	 773711	 
129.7	 777437	 773628	 773628	 
129.71	 777356	 773544	 773544	 
129.72	 777274	 773457	 773457	 
129.73	 777189	 773368	 773368	 
129.74	 777103	 773278	 773278	 
129.75	 777015	 773186	 773186	 
129.76	 776925	 773092	 773092	 
129.77	 776833	 772996	 772996	 
129.78	 776739	 772898	 772898	 
129.79	 776644	 772799	 772799	 
129.8	 776547	 772698	 772698	 
129.81	 776447	 772595	 772595	 
129.82	 776347	 772490	 772490	 
129.83	 776244	 772384	 772384	 
129.84	 776139	 772276	 772276	 
129.85	 776033	 772166	 772166	 
129.86	 775925	 772055	 772055	 
129.87	 775816	 771942	 771942	 
129.88	 775705	 771827	 771827	 
129.89	 775592	 771711	 771711	 
129.9	 775477	 771593	 771593	 
129.91	 775361	 771473	 771473	 
129.92	 775243	 771353	 771353	 
129.93	 775123	 771230	 771230	 
129.94	 775002	 771106	 771106	 
129.95	 774880	 770980	 770980	 
129.96	 774755	 770853	 770853	 
129.97	 774630	 770725	 770725	 
129.98	 774502	 770595	 770595	 
129.99	 774373	 770463	 770463	 
130	 774243	 770330	 770330	 
130.01	 774111	 770196	 770196	 
130.02	 773978	 770060	 770060	 
130.03	 773843	 769922	 769922	 
130.04	 773707	 769784	 769784	 
130.05	 773570	 769644	 769644	 
130.06	 773431	 769504	 769504	 
130.07	 773291	 769361	 769361	 
130.08	 773150	 769218	 769218	 
130.09	 773007	 769073	 769073	 
130.1	 772863	 768927	 768927	 
130.11	 772717	 768780	 768780	 
130.12	 772571	 768631	 768631	 
130.13	 772423	 768482	 768482	 
130.14	 772273	 768330	 768330	 
130.15	 772123	 768178	 768178	 
130.16	 771971	 768025	 768025	 
130.17	 771817	 767870	 767870	 
130.18	 771663	 767714	 767714	 
130.19	 771507	 767557	 767557	 
130.2	 771350	 767399	 767399	 
130.21	 771192	 767239	 767239	 
130.22	 771033	 767079	 767079	 
130.23	 770872	 766917	 766917	 
130.24	 770710	 766754	 766754	 
130.25	 770547	 766590	 766590	 
130.26	 770383	 766425	 766425	 
130.27	 770218	 766259	 766259	 
130.28	 770051	 766092	 766092	 
130.29	 769883	 765923	 765923	 
130.3	 769715	 765754	 765754	 
130.31	 769545	 765583	 765583	 
130.32	 769374	 765412	 765412	 
130.33	 769202	 765239	 765239	 
130.34	 769029	 765066	 765066	 
130.35	 768854	 764891	 764891	 
130.36	 768679	 764716	 764716	 
130.37	 768503	 764539	 764539	 
130.38	 768325	 764362	 764362	 
130.39	 768147	 764183	 764183	 
130.4	 767967	 764004	 764004	 
130.41	 767787	 763823	 763823	 
130.42	 767605	 763642	 763642	 
130.43	 767422	 763459	 763459	 
130.44	 767239	 763276	 763276	 
130.45	 767054	 763092	 763092	 
130.46	 766869	 762907	 762907	 
130.47	 766682	 762721	 762721	 
130.48	 766495	 762534	 762534	 
130.49	 766306	 762346	 762346	 
130.5	 766117	 762157	 762157	 
130.51	 765926	 761968	 761968	 
130.52	 765735	 761777	 761777	 
130.53	 765543	 761586	 761586	 
130.54	 765350	 761393	 761393	 
130.55	 765156	 761200	 761200	 
130.56	 764961	 761007	 761007	 
130.57	 764765	 760812	 760812	 
130.58	 764568	 760616	 760616	 
130.59	 764370	 760420	 760420	 
130.6	 764172	 760223	 760223	 
130.61	 763972	 760025	 760025	 
130.62	 763772	 759826	 759826	 
130.63	 763571	 759626	 759626	 
130.64	 763369	 759426	 759426	 
130.65	 763166	 759224	 759224	 
130.66	 762962	 759022	 759022	 
130.67	 762758	 758820	 758820	 
130.68	 762552	 758616	 758616	 
130.69	 762346	 758412	 758412	 
130.7	 762139	 758207	 758207	 
130.71	 761931	 758001	 758001	 
130.72	 761723	 757794	 757794	 
130.73	 761513	 757587	 757587	 
130.74	 761303	 757379	 757379	 
130.75	 761092	 757170	 757170	 
130.76	 760880	 756961	 756961	 
130.77	 760668	 756750	 756750	 
130.78	 760454	 756539	 756539	 
130.79	 760240	 756328	 756328	 
130.8	 760025	 756116	 756116	 
130.81	 759810	 755902	 755902	 
130.82	 759594	 755689	 755689	 
130.83	 759376	 755474	 755474	 
130.84	 759159	 755259	 755259	 
130.85	 758940	 755044	 755044	 
130.86	 758721	 754827	 754827	 
130.87	 758501	 754610	 754610	 
130.88	 758280	 754392	 754392	 
130.89	 758059	 754174	 754174	 
130.9	 757837	 753955	 753955	 
130.91	 757614	 753735	 753735	 
130.92	 757390	 753515	 753515	 
130.93	 757166	 753294	 753294	 
130.94	 756942	 753072	 753072	 
130.95	 756716	 752850	 752850	 
130.96	 756490	 752627	 752627	 
130.97	 756263	 752404	 752404	 
130.98	 756036	 752180	 752180	 
130.99	 755808	 751955	 751955	 
131	 755579	 751730	 751730	 
131.01	 755350	 751504	 751504	 
131.02	 755120	 751278	 751278	 
131.03	 754889	 751051	 751051	 
131.04	 754658	 750823	 750823	 
131.05	 754426	 750595	 750595	 
131.06	 754194	 750366	 750366	 
131.07	 753960	 750137	 750137	 
131.08	 753727	 749907	 749907	 
131.09	 753493	 749677	 749677	 
131.1	 753258	 749446	 749446	 
131.11	 753023	 749214	 749214	 
131.12	 752787	 748983	 748983	 
131.13	 752550	 748750	 748750	 
131.14	 752313	 748517	 748517	 
131.15	 752076	 748284	 748284	 
131.16	 751838	 748050	 748050	 
131.17	 751599	 747815	 747815	 
131.18	 751360	 747580	 747580	 
131.19	 751121	 747345	 747345	 
131.2	 750880	 747109	 747109	 
131.21	 750640	 746872	 746872	 
131.22	 750399	 746636	 746636	 
131.23	 750157	 746398	 746398	 
131.24	 749915	 746161	 746161	 
131.25	 749673	 745922	 745922	 
131.26	 749430	 745684	 745684	 
131.27	 749186	 745445	 745445	 
131.28	 748943	 745205	 745205	 
131.29	 748698	 744965	 744965	 
131.3	 748454	 744725	 744725	 
131.31	 748208	 744484	 744484	 
131.32	 747963	 744243	 744243	 
131.33	 747717	 744002	 744002	 
131.34	 747471	 743760	 743760	 
131.35	 747224	 743518	 743518	 
131.36	 746977	 743275	 743275	 
131.37	 746730	 743032	 743032	 
131.38	 746482	 742789	 742789	 
131.39	 746234	 742545	 742545	 
131.4	 745985	 742301	 742301	 
131.41	 745737	 742057	 742057	 
131.42	 745488	 741813	 741813	 
131.43	 745238	 741568	 741568	 
131.44	 744989	 741323	 741323	 
131.45	 744739	 741077	 741077	 
131.46	 744488	 740832	 740832	 
131.47	 744238	 740586	 740586	 
131.48	 743987	 740340	 740340	 
131.49	 743736	 740093	 740093	 
131.5	 743485	 739846	 739846	 
131.51	 743234	 739600	 739600	 
131.52	 742982	 739353	 739353	 
131.53	 742730	 739105	 739105	 
131.54	 742478	 738858	 738858	 
131.55	 742226	 738610	 738610	 
131.56	 741974	 738362	 738362	 
131.57	 741722	 738115	 738115	 
131.58	 741469	 737866	 737866	 
131.59	 741216	 737618	 737618	 
131.6	 740964	 737370	 737370	 
131.61	 740711	 737122	 737122	 
131.62	 740458	 736873	 736873	 
131.63	 740205	 736624	 736624	 
131.64	 739952	 736376	 736376	 
131.65	 739699	 736127	 736127	 
131.66	 739446	 735878	 735878	 
131.67	 739193	 735629	 735629	 
131.68	 738939	 735381	 735381	 
131.69	 738686	 735132	 735132	 
131.7	 738433	 734883	 734883	 
131.71	 738180	 734634	 734634	 
131.72	 737927	 734385	 734385	 
131.73	 737674	 734137	 734137	 
131.74	 737422	 733888	 733888	 
131.75	 737169	 733639	 733639	 
131.76	 736916	 733391	 733391	 
131.77	 736664	 733143	 733143	 
131.78	 736411	 732894	 732894	 
131.79	 736159	 732646	 732646	 
131.8	 735907	 732398	 732398	 
131.81	 735656	 732150	 732150	 
131.82	 735404	 731903	 731903	 
131.83	 735153	 731655	 731655	 
131.84	 734902	 731408	 731408	 
131.85	 734651	 731161	 731161	 
131.86	 734400	 730914	 730914	 
131.87	 734150	 730668	 730668	 
131.88	 733900	 730422	 730422	 
131.89	 733651	 730176	 730176	 
131.9	 733401	 729930	 729930	 
131.91	 733152	 729685	 729685	 
131.92	 732904	 729440	 729440	 
131.93	 732656	 729195	 729195	 
131.94	 732408	 728951	 728951	 
131.95	 732161	 728707	 728707	 
131.96	 731914	 728463	 728463	 
131.97	 731667	 728220	 728220	 
131.98	 731421	 727977	 727977	 
131.99	 731176	 727735	 727735	 
132	 730931	 727494	 727494	 
132.01	 730687	 727252	 727252	 
132.02	 730443	 727012	 727012	 
132.03	 730200	 726771	 726771	 
132.04	 729957	 726532	 726532	 
132.05	 729715	 726293	 726293	 
132.06	 729474	 726054	 726054	 
132.07	 729233	 725816	 725816	 
132.08	 728993	 725579	 725579	 
132.09	 728754	 725343	 725343	 
132.1	 728515	 725107	 725107	 
132.11	 728277	 724871	 724871	 
132.12	 728040	 724637	 724637	 
132.13	 727804	 724403	 724403	 
132.14	 727568	 724170	 724170	 
132.15	 727334	 723938	 723938	 
132.16	 727100	 723707	 723707	 
132.17	 726867	 723477	 723477	 
132.18	 726635	 723248	 723248	 
132.19	 726404	 723020	 723020	 
132.2	 726173	 722793	 722793	 
132.21	 725944	 722567	 722567	 
132.22	 725716	 722342	 722342	 
132.23	 725489	 722118	 722118	 
132.24	 725262	 721895	 721895	 
132.25	 725037	 721674	 721674	 
132.26	 724813	 721453	 721453	 
132.27	 724589	 721234	 721234	 
132.28	 724367	 721016	 721016	 
132.29	 724146	 720799	 720799	 
132.3	 723927	 720583	 720583	 
132.31	 723708	 720369	 720369	 
132.32	 723490	 720155	 720155	 
132.33	 723274	 719943	 719943	 
132.34	 723059	 719733	 719733	 
132.35	 722845	 719523	 719523	 
132.36	 722632	 719315	 719315	 
132.37	 722420	 719108	 719108	 
132.38	 722210	 718903	 718903	 
132.39	 722001	 718699	 718699	 
132.4	 721794	 718496	 718496	 
132.41	 721587	 718295	 718295	 
132.42	 721383	 718095	 718095	 
132.43	 721179	 717897	 717897	 
132.44	 720977	 717700	 717700	 
132.45	 720776	 717505	 717505	 
132.46	 720577	 717311	 717311	 
132.47	 720379	 717119	 717119	 
132.48	 720183	 716928	 716928	 
132.49	 719988	 716739	 716739	 
132.5	 719795	 716552	 716552	 
132.51	 719603	 716366	 716366	 
132.52	 719412	 716182	 716182	 
132.53	 719224	 715999	 715999	 
132.54	 719037	 715818	 715818	 
132.55	 718851	 715639	 715639	 
132.56	 718667	 715461	 715461	 
132.57	 718485	 715285	 715285	 
132.58	 718304	 715111	 715111	 
132.59	 718126	 714939	 714939	 
132.6	 717948	 714768	 714768	 
132.61	 717773	 714599	 714599	 
132.62	 717599	 714432	 714432	 
132.63	 717427	 714267	 714267	 
132.64	 717257	 714104	 714104	 
132.65	 717089	 713942	 713942	 
132.66	 716922	 713783	 713783	 
132.67	 716758	 713625	 713625	 
132.68	 716595	 713469	 713469	 
132.69	 716434	 713315	 713315	 
132.7	 716275	 713164	 713164	 
132.71	 716117	 713014	 713014	 
132.72	 715962	 712866	 712866	 
132.73	 715809	 712720	 712720	 
132.74	 715657	 712576	 712576	 
132.75	 715508	 712434	 712434	 
132.76	 715360	 712294	 712294	 
132.77	 715214	 712156	 712156	 
132.78	 715071	 712020	 712020	 
132.79	 714929	 711886	 711886	 
132.8	 714790	 711754	 711754	 
132.81	 714652	 711624	 711624	 
132.82	 714517	 711497	 711497	 
132.83	 714384	 711371	 711371	 
132.84	 714252	 711248	 711248	 
132.85	 714123	 711127	 711127	 
132.86	 713996	 711008	 711008	 
132.87	 713871	 710891	 710891	 
132.88	 713749	 710776	 710776	 
132.89	 713628	 710664	 710664	 
132.9	 713510	 710553	 710553	 
132.91	 713394	 710445	 710445	 
132.92	 713280	 710340	 710340	 
132.93	 713168	 710236	 710236	 
132.94	 713058	 710135	 710135	 
132.95	 712951	 710036	 710036	 
132.96	 712846	 709939	 709939	 
132.97	 712744	 709845	 709845	 
132.98	 712643	 709753	 709753	 
132.99	 712545	 709663	 709663	 
133	 712450	 709576	 709576	 
133.01	 712357	 709491	 709491	 
133.02	 712266	 709409	 709409	 
133.03	 712177	 709328	 709328	 
133.04	 712091	 709250	 709250	 
133.05	 712007	 709175	 709175	 
133.06	 711926	 709102	 709102	 
133.07	 711847	 709031	 709031	 
133.08	 711770	 708963	 708963	 
133.09	 711696	 708898	 708898	 
133.1	 711624	 708834	 708834	 
133.11	 711555	 708773	 708773	 
133.12	 711488	 708715	 708715	 
133.13	 711424	 708659	 708659	 
133.14	 711363	 708606	 708606	 
133.15	 711303	 708555	 708555	 
133.16	 711247	 708507	 708507	 
133.17	 711193	 708461	 708461	 
133.18	 711141	 708418	 708418	 
133.19	 711092	 708377	 708377	 
133.2	 711046	 708339	 708339	 
133.21	 711002	 708303	 708303	 
133.22	 710960	 708270	 708270	 
133.23	 710922	 708240	 708240	 
133.24	 710886	 708212	 708212	 
133.25	 710852	 708186	 708186	 
133.26	 710821	 708164	 708164	 
133.27	 710793	 708144	 708144	 
133.28	 710768	 708126	 708126	 
133.29	 710745	 708111	 708111	 
133.3	 710724	 708099	 708099	 
133.31	 710707	 708089	 708089	 
133.32	 710692	 708082	 708082	 
133.33	 710680	 708078	 708078	 
133.34	 710670	 708076	 708076	 
133.35	 710664	 708077	 708077	 
133.36	 710660	 708081	 708081	 
133.37	 710658	 708087	 708087	 
133.38	 710660	 708096	 708096	 
133.39	 710664	 708108	 708108	 
133.4	 710670	 708122	 708122	 
133.41	 710680	 708139	 708139	 
133.42	 710692	 708159	 708159	 
133.43	 710707	 708181	 708181	 
133.44	 710725	 708206	 708206	 
133.45	 710746	 708234	 708234	 
133.46	 710768	 708263	 708263	 
133.47	 710792	 708295	 708295	 
133.48	 710819	 708328	 708328	 
133.49	 710849	 708365	 708365	 
133.5	 710881	 708404	 708404	 
133.51	 710915	 708445	 708445	 
133.52	 710952	 708489	 708489	 
133.53	 710992	 708535	 708535	 
133.54	 711034	 708584	 708584	 
133.55	 711079	 708635	 708635	 
133.56	 711126	 708689	 708689	 
133.57	 711176	 708745	 708745	 
133.58	 711228	 708804	 708804	 
133.59	 711283	 708865	 708865	 
133.6	 711340	 708928	 708928	 
133.61	 711400	 708993	 708993	 
133.62	 711462	 709061	 709061	 
133.63	 711526	 709132	 709132	 
133.64	 711593	 709204	 709204	 
133.65	 711662	 709279	 709279	 
133.66	 711734	 709356	 709356	 
133.67	 711807	 709435	 709435	 
133.68	 711884	 709517	 709517	 
133.69	 711962	 709601	 709601	 
133.7	 712043	 709687	 709687	 
133.71	 712126	 709775	 709775	 
133.72	 712212	 709866	 709866	 
133.73	 712299	 709958	 709958	 
133.74	 712389	 710053	 710053	 
133.75	 712481	 710150	 710150	 
133.76	 712575	 710249	 710249	 
133.77	 712672	 710350	 710350	 
133.78	 712771	 710453	 710453	 
133.79	 712871	 710558	 710558	 
133.8	 712974	 710665	 710665	 
133.81	 713079	 710775	 710775	 
133.82	 713187	 710886	 710886	 
133.83	 713296	 710999	 710999	 
133.84	 713407	 711114	 711114	 
133.85	 713521	 711231	 711231	 
133.86	 713636	 711350	 711350	 
133.87	 713753	 711471	 711471	 
133.88	 713873	 711594	 711594	 
133.89	 713994	 711719	 711719	 
133.9	 714118	 711846	 711846	 
133.91	 714243	 711974	 711974	 
133.92	 714371	 712105	 712105	 
133.93	 714500	 712237	 712237	 
133.94	 714631	 712371	 712371	 
133.95	 714764	 712507	 712507	 
133.96	 714899	 712644	 712644	 
133.97	 715036	 712783	 712783	 
133.98	 715175	 712925	 712925	 
133.99	 715315	 713067	 713067	 
134	 715457	 713212	 713212	 
134.01	 715601	 713357	 713357	 
134.02	 715746	 713505	 713505	 
134.03	 715893	 713653	 713653	 
134.04	 716042	 713804	 713804	 
134.05	 716192	 713956	 713956	 
134.06	 716344	 714110	 714110	 
134.07	 716498	 714265	 714265	 
134.08	 716654	 714422	 714422	 
134.09	 716811	 714580	 714580	 
134.1	 716969	 714740	 714740	 
134.11	 717130	 714901	 714901	 
134.12	 717291	 715064	 715064	 
134.13	 717455	 715228	 715228	 
134.14	 717620	 715394	 715394	 
134.15	 717786	 715561	 715561	 
134.16	 717954	 715729	 715729	 
134.17	 718124	 715899	 715899	 
134.18	 718295	 716071	 716071	 
134.19	 718468	 716244	 716244	 
134.2	 718642	 716418	 716418	 
134.21	 718817	 716593	 716593	 
134.22	 718994	 716770	 716770	 
134.23	 719172	 716948	 716948	 
134.24	 719352	 717128	 717128	 
134.25	 719533	 717308	 717308	 
134.26	 719716	 717490	 717490	 
134.27	 719899	 717673	 717673	 
134.28	 720085	 717858	 717858	 
134.29	 720271	 718044	 718044	 
134.3	 720459	 718231	 718231	 
134.31	 720648	 718419	 718419	 
134.32	 720838	 718608	 718608	 
134.33	 721030	 718799	 718799	 
134.34	 721223	 718990	 718990	 
134.35	 721417	 719183	 719183	 
134.36	 721612	 719377	 719377	 
134.37	 721809	 719572	 719572	 
134.38	 722007	 719768	 719768	 
134.39	 722206	 719965	 719965	 
134.4	 722406	 720164	 720164	 
134.41	 722607	 720363	 720363	 
134.42	 722809	 720564	 720564	 
134.43	 723013	 720765	 720765	 
134.44	 723217	 720967	 720967	 
134.45	 723423	 721171	 721171	 
134.46	 723630	 721375	 721375	 
134.47	 723837	 721581	 721581	 
134.48	 724046	 721787	 721787	 
134.49	 724256	 721995	 721995	 
134.5	 724467	 722203	 722203	 
134.51	 724679	 722413	 722413	 
134.52	 724892	 722623	 722623	 
134.53	 725106	 722834	 722834	 
134.54	 725321	 723046	 723046	 
134.55	 725537	 723259	 723259	 
134.56	 725753	 723473	 723473	 
134.57	 725971	 723687	 723687	 
134.58	 726190	 723903	 723903	 
134.59	 726409	 724119	 724119	 
134.6	 726630	 724336	 724336	 
134.61	 726851	 724554	 724554	 
134.62	 727073	 724773	 724773	 
134.63	 727296	 724993	 724993	 
134.64	 727520	 725213	 725213	 
134.65	 727745	 725434	 725434	 
134.66	 727970	 725656	 725656	 
134.67	 728197	 725879	 725879	 
134.68	 728424	 726102	 726102	 
134.69	 728652	 726326	 726326	 
134.7	 728880	 726551	 726551	 
134.71	 729110	 726777	 726777	 
134.72	 729340	 727003	 727003	 
134.73	 729571	 727230	 727230	 
134.74	 729802	 727457	 727457	 
134.75	 730034	 727685	 727685	 
134.76	 730267	 727914	 727914	 
134.77	 730501	 728144	 728144	 
134.78	 730735	 728374	 728374	 
134.79	 730970	 728605	 728605	 
134.8	 731206	 728836	 728836	 
134.81	 731442	 729068	 729068	 
134.82	 731679	 729300	 729300	 
134.83	 731916	 729533	 729533	 
134.84	 732154	 729767	 729767	 
134.85	 732393	 730001	 730001	 
134.86	 732632	 730236	 730236	 
134.87	 732872	 730471	 730471	 
134.88	 733112	 730707	 730707	 
134.89	 733353	 730943	 730943	 
134.9	 733594	 731180	 731180	 
134.91	 733836	 731417	 731417	 
134.92	 734079	 731654	 731654	 
134.93	 734321	 731892	 731892	 
134.94	 734565	 732131	 732131	 
134.95	 734808	 732370	 732370	 
134.96	 735052	 732609	 732609	 
134.97	 735297	 732849	 732849	 
134.98	 735542	 733089	 733089	 
134.99	 735788	 733330	 733330	 
135	 736033	 733571	 733571	 
135.01	 736280	 733812	 733812	 
135.02	 736526	 734054	 734054	 
135.03	 736773	 734296	 734296	 
135.04	 737020	 734539	 734539	 
135.05	 737268	 734781	 734781	 
135.06	 737516	 735024	 735024	 
135.07	 737764	 735268	 735268	 
135.08	 738013	 735511	 735511	 
135.09	 738262	 735755	 735755	 
135.1	 738511	 735999	 735999	 
135.11	 738760	 736244	 736244	 
135.12	 739010	 736488	 736488	 
135.13	 739260	 736733	 736733	 
135.14	 739510	 736979	 736979	 
135.15	 739760	 737224	 737224	 
135.16	 740011	 737469	 737469	 
135.17	 740261	 737715	 737715	 
135.18	 740512	 737961	 737961	 
135.19	 740763	 738207	 738207	 
135.2	 741015	 738453	 738453	 
135.21	 741266	 738700	 738700	 
135.22	 741517	 738946	 738946	 
135.23	 741769	 739193	 739193	 
135.24	 742021	 739440	 739440	 
135.25	 742273	 739687	 739687	 
135.26	 742524	 739934	 739934	 
135.27	 742776	 740181	 740181	 
135.28	 743028	 740428	 740428	 
135.29	 743280	 740675	 740675	 
135.3	 743533	 740922	 740922	 
135.31	 743785	 741169	 741169	 
135.32	 744037	 741417	 741417	 
135.33	 744289	 741664	 741664	 
135.34	 744541	 741911	 741911	 
135.35	 744793	 742158	 742158	 
135.36	 745045	 742406	 742406	 
135.37	 745297	 742653	 742653	 
135.38	 745549	 742900	 742900	 
135.39	 745801	 743147	 743147	 
135.4	 746052	 743394	 743394	 
135.41	 746304	 743641	 743641	 
135.42	 746555	 743888	 743888	 
135.43	 746807	 744134	 744134	 
135.44	 747058	 744381	 744381	 
135.45	 747309	 744627	 744627	 
135.46	 747560	 744874	 744874	 
135.47	 747810	 745120	 745120	 
135.48	 748061	 745366	 745366	 
135.49	 748311	 745612	 745612	 
135.5	 748561	 745857	 745857	 
135.51	 748811	 746103	 746103	 
135.52	 749061	 746348	 746348	 
135.53	 749310	 746593	 746593	 
135.54	 749559	 746837	 746837	 
135.55	 749808	 747082	 747082	 
135.56	 750056	 747326	 747326	 
135.57	 750305	 747570	 747570	 
135.58	 750552	 747814	 747814	 
135.59	 750800	 748057	 748057	 
135.6	 751047	 748300	 748300	 
135.61	 751294	 748543	 748543	 
135.62	 751540	 748785	 748785	 
135.63	 751786	 749027	 749027	 
135.64	 752032	 749269	 749269	 
135.65	 752277	 749510	 749510	 
135.66	 752522	 749751	 749751	 
135.67	 752767	 749991	 749991	 
135.68	 753010	 750231	 750231	 
135.69	 753254	 750471	 750471	 
135.7	 753497	 750710	 750710	 
135.71	 753739	 750949	 750949	 
135.72	 753981	 751187	 751187	 
135.73	 754223	 751425	 751425	 
135.74	 754464	 751662	 751662	 
135.75	 754704	 751899	 751899	 
135.76	 754944	 752135	 752135	 
135.77	 755184	 752371	 752371	 
135.78	 755422	 752606	 752606	 
135.79	 755661	 752841	 752841	 
135.8	 755898	 753075	 753075	 
135.81	 756135	 753308	 753308	 
135.82	 756372	 753541	 753541	 
135.83	 756607	 753774	 753774	 
135.84	 756842	 754005	 754005	 
135.85	 757077	 754237	 754237	 
135.86	 757311	 754467	 754467	 
135.87	 757544	 754697	 754697	 
135.88	 757776	 754926	 754926	 
135.89	 758008	 755155	 755155	 
135.9	 758239	 755383	 755383	 
135.91	 758469	 755610	 755610	 
135.92	 758698	 755836	 755836	 
135.93	 758927	 756062	 756062	 
135.94	 759155	 756287	 756287	 
135.95	 759382	 756511	 756511	 
135.96	 759609	 756735	 756735	 
135.97	 759834	 756958	 756958	 
135.98	 760059	 757180	 757180	 
135.99	 760283	 757401	 757401	 
136	 760506	 757621	 757621	 
136.01	 760728	 757841	 757841	 
136.02	 760950	 758060	 758060	 
136.03	 761170	 758277	 758277	 
136.04	 761390	 758495	 758495	 
136.05	 761609	 758711	 758711	 
136.06	 761826	 758926	 758926	 
136.07	 762043	 759140	 759140	 
136.08	 762259	 759353	 759353	 
136.09	 762474	 759566	 759566	 
136.1	 762688	 759777	 759777	 
136.11	 762901	 759987	 759987	 
136.12	 763113	 760196	 760196	 
136.13	 763323	 760403	 760403	 
136.14	 763533	 760610	 760610	 
136.15	 763742	 760816	 760816	 
136.16	 763950	 761021	 761021	 
136.17	 764157	 761224	 761224	 
136.18	 764363	 761427	 761427	 
136.19	 764567	 761628	 761628	 
136.2	 764771	 761828	 761828	 
136.21	 764973	 762027	 762027	 
136.22	 765175	 762225	 762225	 
136.23	 765375	 762421	 762421	 
136.24	 765574	 762617	 762617	 
136.25	 765772	 762811	 762811	 
136.26	 765969	 763004	 763004	 
136.27	 766165	 763196	 763196	 
136.28	 766359	 763386	 763386	 
136.29	 766552	 763576	 763576	 
136.3	 766745	 763764	 763764	 
136.31	 766936	 763951	 763951	 
136.32	 767125	 764136	 764136	 
136.33	 767314	 764321	 764321	 
136.34	 767501	 764504	 764504	 
136.35	 767688	 764686	 764686	 
136.36	 767872	 764866	 764866	 
136.37	 768056	 765045	 765045	 
136.38	 768238	 765223	 765223	 
136.39	 768420	 765400	 765400	 
136.4	 768599	 765575	 765575	 
136.41	 768778	 765749	 765749	 
136.42	 768955	 765921	 765921	 
136.43	 769131	 766092	 766092	 
136.44	 769306	 766262	 766262	 
136.45	 769479	 766431	 766431	 
136.46	 769651	 766598	 766598	 
136.47	 769821	 766763	 766763	 
136.48	 769990	 766927	 766927	 
136.49	 770158	 767090	 767090	 
136.5	 770325	 767251	 767251	 
136.51	 770490	 767411	 767411	 
136.52	 770653	 767570	 767570	 
136.53	 770816	 767727	 767727	 
136.54	 770976	 767882	 767882	 
136.55	 771136	 768036	 768036	 
136.56	 771294	 768189	 768189	 
136.57	 771450	 768340	 768340	 
136.58	 771605	 768489	 768489	 
136.59	 771759	 768637	 768637	 
136.6	 771911	 768784	 768784	 
136.61	 772062	 768929	 768929	 
136.62	 772211	 769073	 769073	 
136.63	 772358	 769215	 769215	 
136.64	 772505	 769355	 769355	 
136.65	 772649	 769494	 769494	 
136.66	 772792	 769631	 769631	 
136.67	 772934	 769767	 769767	 
136.68	 773074	 769901	 769901	 
136.69	 773212	 770034	 770034	 
136.7	 773349	 770165	 770165	 
136.71	 773485	 770294	 770294	 
136.72	 773618	 770422	 770422	 
136.73	 773750	 770548	 770548	 
136.74	 773881	 770672	 770672	 
136.75	 774010	 770795	 770795	 
136.76	 774137	 770916	 770916	 
136.77	 774262	 771035	 771035	 
136.78	 774386	 771153	 771153	 
136.79	 774509	 771269	 771269	 
136.8	 774629	 771383	 771383	 
136.81	 774748	 771496	 771496	 
136.82	 774866	 771607	 771607	 
136.83	 774981	 771717	 771717	 
136.84	 775095	 771824	 771824	 
136.85	 775207	 771930	 771930	 
136.86	 775318	 772034	 772034	 
136.87	 775427	 772137	 772137	 
136.88	 775534	 772237	 772237	 
136.89	 775639	 772336	 772336	 
136.9	 775743	 772433	 772433	 
136.91	 775844	 772528	 772528	 
136.92	 775944	 772622	 772622	 
136.93	 776043	 772714	 772714	 
136.94	 776139	 772804	 772804	 
136.95	 776234	 772892	 772892	 
136.96	 776327	 772978	 772978	 
136.97	 776418	 773062	 773062	 
136.98	 776507	 773145	 773145	 
136.99	 776594	 773226	 773226	 
137	 776680	 773305	 773305	 
137.01	 776763	 773382	 773382	 
137.02	 776845	 773457	 773457	 
137.03	 776925	 773530	 773530	 
137.04	 777003	 773601	 773601	 
137.05	 777079	 773671	 773671	 
137.06	 777153	 773738	 773738	 
137.07	 777225	 773804	 773804	 
137.08	 777296	 773867	 773867	 
137.09	 777364	 773929	 773929	 
137.1	 777430	 773989	 773989	 
137.11	 777495	 774046	 774046	 
137.12	 777557	 774102	 774102	 
137.13	 777618	 774156	 774156	 
137.14	 777676	 774208	 774208	 
137.15	 777733	 774257	 774257	 
137.16	 777787	 774305	 774305	 
